1420241	7423516	-42.04317	-23.04203	-186.3090
1420244	7423511	-42.04314	-23.04207	-186.2390
1420246	7423507	-42.04312	-23.04211	-186.1550
1420247	7423502	-42.04310	-23.04215	-186.0700
1420250	7423498	-42.04307	-23.04219	-185.9710
1420252	7423493	-42.04305	-23.04223	-185.8770
1420254	7423488	-42.04303	-23.04227	-185.7800
1420257	7423484	-42.04300	-23.04231	-185.6920
1420258	7423479	-42.04298	-23.04235	-185.5900
1420260	7423475	-42.04296	-23.04239	-185.5050
1420263	7423470	-42.04293	-23.04243	-185.4140
1420265	7423465	-42.04291	-23.04247	-185.3420
1420267	7423461	-42.04289	-23.04251	-185.2750
1420269	7423456	-42.04286	-23.04255	-185.2000
1420271	7423451	-42.04284	-23.04259	-185.1440
1420273	7423447	-42.04282	-23.04263	-185.0750
1420276	7423442	-42.04279	-23.04267	-185.0140
1420278	7423438	-42.04277	-23.04271	-184.9430
1420279	7423433	-42.04275	-23.04275	-184.8690
1420282	7423428	-42.04272	-23.04279	-184.7840
1420284	7423424	-42.04270	-23.04283	-184.6900
1420286	7423420	-42.04268	-23.04286	-184.6040
1420289	7423416	-42.04265	-23.04290	-184.5060
1420290	7423411	-42.04263	-23.04294	-184.4140
1420292	7423406	-42.04261	-23.04298	-184.3320
1420295	7423402	-42.04258	-23.04302	-184.2510
1420297	7423397	-42.04256	-23.04306	-184.1710
1420300	7423393	-42.04253	-23.04310	-184.0850
1420301	7423388	-42.04251	-23.04314	-184.0200
1420303	7423383	-42.04249	-23.04318	-183.9480
1420306	7423379	-42.04246	-23.04322	-183.8870
1420308	7423374	-42.04244	-23.04326	-183.8160
1420310	7423370	-42.04242	-23.04330	-183.7510
1420312	7423365	-42.04239	-23.04334	-183.6820
1420314	7423360	-42.04237	-23.04338	-183.6080
1420316	7423356	-42.04235	-23.04342	-183.5330
1420319	7423351	-42.04232	-23.04346	-183.4630
1420321	7423346	-42.04230	-23.04350	-183.4050
1420322	7423341	-42.04228	-23.04355	-183.3610
1420325	7423336	-42.04225	-23.04359	-183.3260
1420327	7423331	-42.04223	-23.04363	-183.2840
1420330	7423327	-42.04220	-23.04367	-183.2540
1420332	7423322	-42.04218	-23.04371	-183.2210
1420333	7423318	-42.04216	-23.04375	-183.2180
1420336	7423313	-42.04213	-23.04379	-183.1800
1420338	7423308	-42.04211	-23.04383	-183.1670
1420340	7423304	-42.04209	-23.04387	-183.1300
1420343	7423299	-42.04206	-23.04391	-183.0880
1420344	7423295	-42.04204	-23.04395	-183.0750
1420346	7423290	-42.04202	-23.04399	-183.0540
1420349	7423285	-42.04199	-23.04403	-183.0300
1420351	7423281	-42.04197	-23.04407	-183.0130
1420353	7423276	-42.04195	-23.04411	-183.0210
1420355	7423271	-42.04192	-23.04415	-182.9920
1420357	7423267	-42.04190	-23.04419	-182.9790
1420359	7423262	-42.04188	-23.04423	-182.9730
1420362	7423258	-42.04185	-23.04427	-182.9710
1420364	7423253	-42.04183	-23.04431	-182.9530
1420366	7423248	-42.04180	-23.04435	-182.9520
1420368	7423244	-42.04178	-23.04439	-182.9650
1420370	7423239	-42.04176	-23.04443	-182.9600
1420373	7423234	-42.04173	-23.04447	-182.9550
1420375	7423229	-42.04171	-23.04452	-182.9530
1420376	7423224	-42.04169	-23.04456	-182.9740
1420379	7423220	-42.04166	-23.04460	-182.9700
1420381	7423215	-42.04164	-23.04464	-182.9920
1420383	7423210	-42.04162	-23.04468	-183.0140
1420386	7423206	-42.04159	-23.04472	-183.0150
1420387	7423201	-42.04157	-23.04476	-183.0210
1420390	7423196	-42.04154	-23.04480	-183.0470
1420392	7423192	-42.04152	-23.04484	-183.0770
1420394	7423187	-42.04150	-23.04488	-183.0880
1420397	7423183	-42.04147	-23.04492	-183.1020
1420398	7423178	-42.04145	-23.04496	-183.1240
1420401	7423173	-42.04142	-23.04500	-183.1460
1420403	7423169	-42.04140	-23.04504	-183.1670
1420406	7423164	-42.04137	-23.04508	-183.1950
1420408	7423159	-42.04135	-23.04512	-183.2000
1420409	7423155	-42.04133	-23.04516	-183.2140
1420412	7423150	-42.04130	-23.04520	-183.2440
1420414	7423146	-42.04128	-23.04524	-183.2620
1420417	7423141	-42.04125	-23.04528	-183.3090
1420419	7423135	-42.04123	-23.04533	-183.3240
1420421	7423131	-42.04120	-23.04537	-183.3290
1420423	7423126	-42.04118	-23.04541	-183.3450
1420426	7423121	-42.04115	-23.04545	-183.3640
1420428	7423117	-42.04113	-23.04549	-183.3830
1420431	7423112	-42.04110	-23.04553	-183.3970
1420432	7423108	-42.04108	-23.04557	-183.4150
1420435	7423103	-42.04105	-23.04561	-183.4240
1420437	7423098	-42.04103	-23.04565	-183.4480
