1987.00000,-3.10000,-50.95000,0.00000,8.27089,-0.30982
1987.00000,-3.10000,-50.94000,0.00000,8.26134,-0.30990
1987.00000,-3.10000,-50.93000,0.00000,8.25179,-0.30998
1987.00000,-3.10000,-50.92000,0.00000,8.24223,-0.31007
1987.00000,-3.10000,-50.91000,0.00000,8.23267,-0.31015
1987.00000,-3.10000,-50.90000,0.00000,8.22311,-0.31023
1987.00000,-3.10000,-50.89000,0.00000,8.21354,-0.31031
1987.00000,-3.10000,-50.88000,0.00000,8.20397,-0.31039
1987.00000,-3.10000,-50.87000,0.00000,8.19440,-0.31048
1987.00000,-3.10000,-50.86000,0.00000,8.18483,-0.31056
1987.00000,-3.10000,-50.85000,0.00000,8.17525,-0.31064
1987.00000,-3.10000,-50.84000,0.00000,8.16566,-0.31072
1987.00000,-3.10000,-50.83000,0.00000,8.15608,-0.31080
1987.00000,-3.10000,-50.82000,0.00000,8.14649,-0.31088
1987.00000,-3.10000,-50.81000,0.00000,8.13689,-0.31097
1987.00000,-3.10000,-50.80000,0.00000,8.12730,-0.31105
1987.00000,-3.11000,-50.95000,0.00000,8.25338,-0.30984
1987.00000,-3.11000,-50.94000,0.00000,8.24383,-0.30992
1987.00000,-3.11000,-50.93000,0.00000,8.23428,-0.31000
1987.00000,-3.11000,-50.92000,0.00000,8.22472,-0.31008
1987.00000,-3.11000,-50.91000,0.00000,8.21516,-0.31017
1987.00000,-3.11000,-50.90000,0.00000,8.20560,-0.31025
1987.00000,-3.11000,-50.89000,0.00000,8.19603,-0.31033
1987.00000,-3.11000,-50.88000,0.00000,8.18646,-0.31041
1987.00000,-3.11000,-50.87000,0.00000,8.17689,-0.31049
1987.00000,-3.11000,-50.86000,0.00000,8.16731,-0.31058
1987.00000,-3.11000,-50.85000,0.00000,8.15773,-0.31066
1987.00000,-3.11000,-50.84000,0.00000,8.14815,-0.31074
1987.00000,-3.11000,-50.83000,0.00000,8.13856,-0.31082
1987.00000,-3.11000,-50.82000,0.00000,8.12897,-0.31090
1987.00000,-3.11000,-50.81000,0.00000,8.11938,-0.31098
1987.00000,-3.11000,-50.80000,0.00000,8.10978,-0.31107
1987.00000,-3.12000,-50.95000,0.00000,8.23587,-0.30986
1987.00000,-3.12000,-50.94000,0.00000,8.22632,-0.30994
1987.00000,-3.12000,-50.93000,0.00000,8.21677,-0.31002
1987.00000,-3.12000,-50.92000,0.00000,8.20721,-0.31010
1987.00000,-3.12000,-50.91000,0.00000,8.19765,-0.31018
1987.00000,-3.12000,-50.90000,0.00000,8.18809,-0.31027
1987.00000,-3.12000,-50.89000,0.00000,8.17852,-0.31035
1987.00000,-3.12000,-50.88000,0.00000,8.16895,-0.31043
1987.00000,-3.12000,-50.87000,0.00000,8.15938,-0.31051
1987.00000,-3.12000,-50.86000,0.00000,8.14980,-0.31059
1987.00000,-3.12000,-50.85000,0.00000,8.14022,-0.31068
1987.00000,-3.12000,-50.84000,0.00000,8.13064,-0.31076
1987.00000,-3.12000,-50.83000,0.00000,8.12105,-0.31084
1987.00000,-3.12000,-50.82000,0.00000,8.11146,-0.31092
1987.00000,-3.12000,-50.81000,0.00000,8.10186,-0.31100
1987.00000,-3.12000,-50.80000,0.00000,8.09227,-0.31108
1987.00000,-3.13000,-50.95000,0.00000,8.21836,-0.30987
1987.00000,-3.13000,-50.94000,0.00000,8.20881,-0.30996
1987.00000,-3.13000,-50.93000,0.00000,8.19926,-0.31004
1987.00000,-3.13000,-50.92000,0.00000,8.18970,-0.31012
1987.00000,-3.13000,-50.91000,0.00000,8.18014,-0.31020
1987.00000,-3.13000,-50.90000,0.00000,8.17058,-0.31028
1987.00000,-3.13000,-50.89000,0.00000,8.16101,-0.31037
1987.00000,-3.13000,-50.88000,0.00000,8.15144,-0.31045
1987.00000,-3.13000,-50.87000,0.00000,8.14187,-0.31053
1987.00000,-3.13000,-50.86000,0.00000,8.13229,-0.31061
1987.00000,-3.13000,-50.85000,0.00000,8.12271,-0.31069
1987.00000,-3.13000,-50.84000,0.00000,8.11312,-0.31078
1987.00000,-3.13000,-50.83000,0.00000,8.10353,-0.31086
1987.00000,-3.13000,-50.82000,0.00000,8.09394,-0.31094
1987.00000,-3.13000,-50.81000,0.00000,8.08435,-0.31102
1987.00000,-3.13000,-50.80000,0.00000,8.07475,-0.31110
1987.00000,-3.14000,-50.95000,0.00000,8.20085,-0.30989
1987.00000,-3.14000,-50.94000,0.00000,8.19130,-0.30997
1987.00000,-3.14000,-50.93000,0.00000,8.18175,-0.31006
1987.00000,-3.14000,-50.92000,0.00000,8.17219,-0.31014
1987.00000,-3.14000,-50.91000,0.00000,8.16263,-0.31022
1987.00000,-3.14000,-50.90000,0.00000,8.15307,-0.31030
1987.00000,-3.14000,-50.89000,0.00000,8.14350,-0.31038
1987.00000,-3.14000,-50.88000,0.00000,8.13393,-0.31047
1987.00000,-3.14000,-50.87000,0.00000,8.12435,-0.31055
1987.00000,-3.14000,-50.86000,0.00000,8.11477,-0.31063
1987.00000,-3.14000,-50.85000,0.00000,8.10519,-0.31071
1987.00000,-3.14000,-50.84000,0.00000,8.09561,-0.31079
1987.00000,-3.14000,-50.83000,0.00000,8.08602,-0.31088
1987.00000,-3.14000,-50.82000,0.00000,8.07643,-0.31096
1987.00000,-3.14000,-50.81000,0.00000,8.06683,-0.31104
1987.00000,-3.14000,-50.80000,0.00000,8.05723,-0.31112
1987.00000,-3.15000,-50.95000,0.00000,8.18334,-0.30991
1987.00000,-3.15000,-50.94000,0.00000,8.17379,-0.30999
1987.00000,-3.15000,-50.93000,0.00000,8.16423,-0.31007
1987.00000,-3.15000,-50.92000,0.00000,8.15468,-0.31016
1987.00000,-3.15000,-50.91000,0.00000,8.14512,-0.31024
1987.00000,-3.15000,-50.90000,0.00000,8.13555,-0.31032
1987.00000,-3.15000,-50.89000,0.00000,8.12598,-0.31040
1987.00000,-3.15000,-50.88000,0.00000,8.11641,-0.31048
1987.00000,-3.15000,-50.87000,0.00000,8.10684,-0.31057
1987.00000,-3.15000,-50.86000,0.00000,8.09726,-0.31065
1987.00000,-3.15000,-50.85000,0.00000,8.08768,-0.31073
1987.00000,-3.15000,-50.84000,0.00000,8.07809,-0.31081
1987.00000,-3.15000,-50.83000,0.00000,8.06850,-0.31089
1987.00000,-3.15000,-50.82000,0.00000,8.05891,-0.31097
1987.00000,-3.15000,-50.81000,0.00000,8.04931,-0.31106
1987.00000,-3.15000,-50.80000,0.00000,8.03972,-0.31114
1987.00000,-3.16000,-50.95000,0.00000,8.16583,-0.30993
1987.00000,-3.16000,-50.94000,0.00000,8.15628,-0.31001
1987.00000,-3.16000,-50.93000,0.00000,8.14672,-0.31009
1987.00000,-3.16000,-50.92000,0.00000,8.13716,-0.31017
1987.00000,-3.16000,-50.91000,0.00000,8.12760,-0.31026
1987.00000,-3.16000,-50.90000,0.00000,8.11804,-0.31034
1987.00000,-3.16000,-50.89000,0.00000,8.10847,-0.31042
1987.00000,-3.16000,-50.88000,0.00000,8.09890,-0.31050
1987.00000,-3.16000,-50.87000,0.00000,8.08932,-0.31058
1987.00000,-3.16000,-50.86000,0.00000,8.07974,-0.31067
1987.00000,-3.16000,-50.85000,0.00000,8.07016,-0.31075
1987.00000,-3.16000,-50.84000,0.00000,8.06057,-0.31083
1987.00000,-3.16000,-50.83000,0.00000,8.05099,-0.31091
1987.00000,-3.16000,-50.82000,0.00000,8.04139,-0.31099
1987.00000,-3.16000,-50.81000,0.00000,8.03180,-0.31107
1987.00000,-3.16000,-50.80000,0.00000,8.02220,-0.31116
1987.00000,-3.17000,-50.95000,0.00000,8.14831,-0.30995
1987.00000,-3.17000,-50.94000,0.00000,8.13876,-0.31003
1987.00000,-3.17000,-50.93000,0.00000,8.12921,-0.31011
1987.00000,-3.17000,-50.92000,0.00000,8.11965,-0.31019
1987.00000,-3.17000,-50.91000,0.00000,8.11009,-0.31027
1987.00000,-3.17000,-50.90000,0.00000,8.10052,-0.31036
1987.00000,-3.17000,-50.89000,0.00000,8.09095,-0.31044
1987.00000,-3.17000,-50.88000,0.00000,8.08138,-0.31052
1987.00000,-3.17000,-50.87000,0.00000,8.07180,-0.31060
1987.00000,-3.17000,-50.86000,0.00000,8.06223,-0.31068
1987.00000,-3.17000,-50.85000,0.00000,8.05264,-0.31077
1987.00000,-3.17000,-50.84000,0.00000,8.04306,-0.31085
1987.00000,-3.17000,-50.83000,0.00000,8.03347,-0.31093
1987.00000,-3.17000,-50.82000,0.00000,8.02387,-0.31101
1987.00000,-3.17000,-50.81000,0.00000,8.01428,-0.31109
1987.00000,-3.17000,-50.80000,0.00000,8.00468,-0.31117
1987.00000,-3.18000,-50.95000,0.00000,8.13080,-0.30996
1987.00000,-3.18000,-50.94000,0.00000,8.12125,-0.31005
1987.00000,-3.18000,-50.93000,0.00000,8.11169,-0.31013
1987.00000,-3.18000,-50.92000,0.00000,8.10213,-0.31021
1987.00000,-3.18000,-50.91000,0.00000,8.09257,-0.31029
1987.00000,-3.18000,-50.90000,0.00000,8.08301,-0.31037
1987.00000,-3.18000,-50.89000,0.00000,8.07344,-0.31046
1987.00000,-3.18000,-50.88000,0.00000,8.06386,-0.31054
1987.00000,-3.18000,-50.87000,0.00000,8.05429,-0.31062
1987.00000,-3.18000,-50.86000,0.00000,8.04471,-0.31070
1987.00000,-3.18000,-50.85000,0.00000,8.03512,-0.31078
1987.00000,-3.18000,-50.84000,0.00000,8.02554,-0.31087
1987.00000,-3.18000,-50.83000,0.00000,8.01595,-0.31095
1987.00000,-3.18000,-50.82000,0.00000,8.00635,-0.31103
1987.00000,-3.18000,-50.81000,0.00000,7.99676,-0.31111
1987.00000,-3.18000,-50.80000,0.00000,7.98716,-0.31119
1987.00000,-3.19000,-50.95000,0.00000,8.11329,-0.30998
1987.00000,-3.19000,-50.94000,0.00000,8.10373,-0.31006
1987.00000,-3.19000,-50.93000,0.00000,8.09418,-0.31015
1987.00000,-3.19000,-50.92000,0.00000,8.08462,-0.31023
1987.00000,-3.19000,-50.91000,0.00000,8.07505,-0.31031
1987.00000,-3.19000,-50.90000,0.00000,8.06549,-0.31039
1987.00000,-3.19000,-50.89000,0.00000,8.05592,-0.31047
1987.00000,-3.19000,-50.88000,0.00000,8.04635,-0.31056
1987.00000,-3.19000,-50.87000,0.00000,8.03677,-0.31064
