X	Y	Long	Lat	Z
-35000.00	115000.00	-45.4333	-16.9500	5.369
-35000.00	120000.00	-45.4333	-16.9333	4.922
-35000.00	125000.00	-45.4333	-16.9167	4.519
-35000.00	130000.00	-45.4333	-16.9000	4.156
-35000.00	135000.00	-45.4333	-16.8833	3.829
-35000.00	140000.00	-45.4333	-16.8667	3.533
-35000.00	145000.00	-45.4333	-16.8500	3.266
-35000.00	150000.00	-45.4333	-16.8333	3.023
-30000.00	-100000.00	-45.4333	-16.8167	15.822
-30000.00	-95000.00	-45.4333	-16.8000	17.974
-30000.00	-90000.00	-45.4333	-16.7833	20.494
-30000.00	-85000.00	-45.4333	-16.7667	23.451
-30000.00	-80000.00	-45.4333	-16.7500	26.928
-30000.00	-75000.00	-45.4333	-16.7333	31.024
-30000.00	-70000.00	-45.4333	-16.7167	35.847
-30000.00	-65000.00	-45.4333	-16.7000	41.521
-30000.00	-60000.00	-45.4333	-16.6833	48.170
-30000.00	-55000.00	-45.4333	-16.6667	55.914
-30000.00	-50000.00	-45.4333	-16.6500	64.838
-30000.00	-45000.00	-45.4333	-16.6333	74.960
-30000.00	-40000.00	-45.4333	-16.6167	86.175
-30000.00	-35000.00	-45.4333	-16.6000	98.182
-30000.00	-30000.00	-45.4333	-16.5833	110.411
-30000.00	-25000.00	-45.4333	-16.5667	121.973
-30000.00	-20000.00	-45.4333	-16.5500	131.686
-30000.00	-15000.00	-45.4333	-16.5333	138.227
-30000.00	-10000.00	-45.4333	-16.5167	140.440
-30000.00	-5000.00	-45.4333	-16.5000	137.708
-30000.00	0.00	-45.4167	-18.2500	130.242
-30000.00	5000.00	-45.4167	-18.2333	119.081
-30000.00	10000.00	-45.4167	-18.2167	105.771
-30000.00	15000.00	-45.4167	-18.2000	91.893
-30000.00	20000.00	-45.4167	-18.1833	78.680
-30000.00	25000.00	-45.4167	-18.1667	66.855
-30000.00	30000.00	-45.4167	-18.1500	56.692
-30000.00	35000.00	-45.4167	-18.1333	48.160
-30000.00	40000.00	-45.4167	-18.1167	41.078
-30000.00	45000.00	-45.4167	-18.1000	35.216
-30000.00	50000.00	-45.4167	-18.0833	30.355
-30000.00	55000.00	-45.4167	-18.0667	26.303
-30000.00	60000.00	-45.4167	-18.0500	22.906
-30000.00	65000.00	-45.4167	-18.0333	20.041
-30000.00	70000.00	-45.4167	-18.0167	17.610
-30000.00	75000.00	-45.4167	-18.0000	15.537
-30000.00	80000.00	-45.4167	-17.9833	13.760
-30000.00	85000.00	-45.4167	-17.9667	12.230
-30000.00	90000.00	-45.4167	-17.9500	10.907
-30000.00	95000.00	-45.4167	-17.9333	9.759
-30000.00	100000.00	-45.4167	-17.9167	8.759
-30000.00	105000.00	-45.4167	-17.9000	7.885
-30000.00	110000.00	-45.4167	-17.8833	7.118
-30000.00	115000.00	-45.4167	-17.8667	6.444
-30000.00	120000.00	-45.4167	-17.8500	5.848
-30000.00	125000.00	-45.4167	-17.8333	5.322
-30000.00	130000.00	-45.4167	-17.8167	4.854
-30000.00	135000.00	-45.4167	-17.8000	4.438
-30000.00	140000.00	-45.4167	-17.7833	4.066
-30000.00	145000.00	-45.4167	-17.7667	3.734
-30000.00	150000.00	-45.4167	-17.7500	3.436
-25000.00	-100000.00	-45.4167	-17.7333	15.752
-25000.00	-95000.00	-45.4167	-17.7167	17.961
-25000.00	-90000.00	-45.4167	-17.7000	20.566
-25000.00	-85000.00	-45.4167	-17.6833	23.653
-25000.00	-80000.00	-45.4167	-17.6667	27.321
-25000.00	-75000.00	-45.4167	-17.6500	31.694
-25000.00	-70000.00	-45.4167	-17.6333	36.920
-25000.00	-65000.00	-45.4167	-17.6167	43.169
-25000.00	-60000.00	-45.4167	-17.6000	50.640
-25000.00	-55000.00	-45.4167	-17.5833	59.543
-25000.00	-50000.00	-45.4167	-17.5667	70.089
-25000.00	-45000.00	-45.4167	-17.5500	82.445
-25000.00	-40000.00	-45.4167	-17.5333	96.677
-25000.00	-35000.00	-45.4167	-17.5167	112.648
-25000.00	-30000.00	-45.4167	-17.5000	129.891
-25000.00	-25000.00	-45.4167	-17.4833	147.475
-25000.00	-20000.00	-45.4167	-17.4667	163.932
-25000.00	-15000.00	-45.4167	-17.4500	177.338
-25000.00	-10000.00	-45.4167	-17.4333	185.655
-25000.00	-5000.00	-45.4167	-17.4167	187.306
-25000.00	0.00	-45.4167	-17.4000	181.771
-25000.00	5000.00	-45.4167	-17.3833	169.859
-25000.00	10000.00	-45.4167	-17.3667	153.452
-25000.00	15000.00	-45.4167	-17.3500	134.850
-25000.00	20000.00	-45.4167	-17.3333	116.105
-25000.00	25000.00	-45.4167	-17.3167	98.631
-25000.00	30000.00	-45.4167	-17.3000	83.170
-25000.00	35000.00	-45.4167	-17.2833	69.940
-25000.00	40000.00	-45.4167	-17.2667	58.847
-25000.00	45000.00	-45.4167	-17.2500	49.648
-25000.00	50000.00	-45.4167	-17.2333	42.056
-25000.00	55000.00	-45.4167	-17.2167	35.794
-25000.00	60000.00	-45.4167	-17.2000	30.621
-25000.00	65000.00	-45.4167	-17.1833	26.331
-25000.00	70000.00	-45.4167	-17.1667	22.759
-25000.00	75000.00	-45.4167	-17.1500	19.771
-25000.00	80000.00	-45.4167	-17.1333	17.259
-25000.00	85000.00	-45.4167	-17.1167	15.136
-25000.00	90000.00	-45.4167	-17.1000	13.333
-25000.00	95000.00	-45.4167	-17.0833	11.795
-25000.00	100000.00	-45.4167	-17.0667	10.476
-25000.00	105000.00	-45.4167	-17.0500	9.340
-25000.00	110000.00	-45.4167	-17.0333	8.358
-25000.00	115000.00	-45.4167	-17.0167	7.504
-25000.00	120000.00	-45.4167	-17.0000	6.760
-25000.00	125000.00	-45.4167	-16.9833	6.109
-25000.00	130000.00	-45.4167	-16.9667	5.536
-25000.00	135000.00	-45.4167	-16.9500	5.032
-25000.00	140000.00	-45.4167	-16.9333	4.585
-25000.00	145000.00	-45.4167	-16.9167	4.189
-25000.00	150000.00	-45.4167	-16.9000	3.836
-20000.00	-100000.00	-45.4167	-16.8833	15.372
-20000.00	-95000.00	-45.4167	-16.8667	17.567
-20000.00	-90000.00	-45.4167	-16.8500	20.171
-20000.00	-85000.00	-45.4167	-16.8333	23.277
-20000.00	-80000.00	-45.4167	-16.8167	26.997
-20000.00	-75000.00	-45.4167	-16.8000	31.473
-20000.00	-70000.00	-45.4167	-16.7833	36.882
-20000.00	-65000.00	-45.4167	-16.7667	43.436
-20000.00	-60000.00	-45.4167	-16.7500	51.393
-20000.00	-55000.00	-45.4167	-16.7333	61.056
-20000.00	-50000.00	-45.4167	-16.7167	72.759
-20000.00	-45000.00	-45.4167	-16.7000	86.841
-20000.00	-40000.00	-45.4167	-16.6833	103.584
-20000.00	-35000.00	-45.4167	-16.6667	123.105
-20000.00	-30000.00	-45.4167	-16.6500	145.178
-20000.00	-25000.00	-45.4167	-16.6333	169.008
-20000.00	-20000.00	-45.4167	-16.6167	193.011
-20000.00	-15000.00	-45.4167	-16.6000	214.740
-20000.00	-10000.00	-45.4167	-16.5833	231.159
-20000.00	-5000.00	-45.4167	-16.5667	239.379
-20000.00	0.00	-45.4167	-16.5500	237.663
-20000.00	5000.00	-45.4167	-16.5333	226.186
-20000.00	10000.00	-45.4167	-16.5167	207.014
-20000.00	15000.00	-45.4167	-16.5000	183.293
-20000.00	20000.00	-45.4000	-18.2500	158.171
-20000.00	25000.00	-45.4000	-18.2333	134.049
-20000.00	30000.00	-45.4000	-18.2167	112.335
-20000.00	35000.00	-45.4000	-18.2000	93.606
-20000.00	40000.00	-45.4000	-18.1833	77.883
-20000.00	45000.00	-45.4000	-18.1667	64.893
-20000.00	50000.00	-45.4000	-18.1500	54.255
-20000.00	55000.00	-45.4000	-18.1333	45.570
-20000.00	60000.00	-45.4000	-18.1167	38.480
-20000.00	65000.00	-45.4000	-18.1000	32.677
-20000.00	70000.00	-45.4000	-18.0833	27.910
-20000.00	75000.00	-45.4000	-18.0667	23.975
-20000.00	80000.00	-45.4000	-18.0500	20.710
-20000.00	85000.00	-45.4000	-18.0333	17.986
-20000.00	90000.00	-45.4000	-18.0167	15.701
-20000.00	95000.00	-45.4000	-18.0000	13.773
-20000.00	100000.00	-45.4000	-17.9833	12.139
-20000.00	105000.00	-45.4000	-17.9667	10.745
-20000.00	110000.00	-45.4000	-17.9500	9.551
-20000.00	115000.00	-45.4000	-17.9333	8.523
-20000.00	120000.00	-45.4000	-17.9167	7.634
-20000.00	125000.00	-45.4000	-17.9000	6.862
-20000.00	130000.00	-45.4000	-17.8833	6.189
-20000.00	135000.00	-45.4000	-17.8667	5.599
-20000.00	140000.00	-45.4000	-17.8500	5.081
-20000.00	145000.00	-45.4000	-17.8333	4.623
-20000.00	150000.00	-45.4000	-17.8167	4.218
-15000.00	-100000.00	-45.4000	-17.8000	14.663
-15000.00	-95000.00	-45.4000	-17.7833	16.766
-15000.00	-90000.00	-45.4000	-17.7667	19.269
-15000.00	-85000.00	-45.4000	-17.7500	22.265
-15000.00	-80000.00	-45.4000	-17.7333	25.870
-15000.00	-75000.00	-45.4000	-17.7167	30.234
-15000.00	-70000.00	-45.4000	-17.7000	35.544
-15000.00	-65000.00	-45.4000	-17.6833	42.037
-15000.00	-60000.00	-45.4000	-17.6667	50.008
-15000.00	-55000.00	-45.4000	-17.6500	59.820
-15000.00	-50000.00	-45.4000	-17.6333	71.903
-15000.00	-45000.00	-45.4000	-17.6167	86.745
-15000.00	-40000.00	-45.4000	-17.6000	104.840
-15000.00	-35000.00	-45.4000	-17.5833	126.594
-15000.00	-30000.00	-45.4000	-17.5667	152.126
-15000.00	-25000.00	-45.4000	-17.5500	180.978
-15000.00	-20000.00	-45.4000	-17.5333	211.737
-15000.00	-15000.00	-45.4000	-17.5167	241.737
-15000.00	-10000.00	-45.4000	-17.5000	267.122
-15000.00	-5000.00	-45.4000	-17.4833	283.598
-15000.00	0.00	-45.4000	-17.4667	287.823
-15000.00	5000.00	-45.4000	-17.4500	278.821
-15000.00	10000.00	-45.4000	-17.4333	258.449
-15000.00	15000.00	-45.4000	-17.4167	230.575
-15000.00	20000.00	-45.4000	-17.4000	199.552
-15000.00	25000.00	-45.4000	-17.3833	168.945
-15000.00	30000.00	-45.4000	-17.3667	141.003
-15000.00	35000.00	-45.4000	-17.3500	116.757
-15000.00	40000.00	-45.4000	-17.3333	96.392
-15000.00	45000.00	-45.4000	-17.3167	79.624
-15000.00	50000.00	-45.4000	-17.3000	65.970
-15000.00	55000.00	-45.4000	-17.2833	54.905
-15000.00	60000.00	-45.4000	-17.2667	45.947
-15000.00	65000.00	-45.4000	-17.2500	38.680
-15000.00	70000.00	-45.4000	-17.2333	32.764
-15000.00	75000.00	-45.4000	-17.2167	27.925
-15000.00	80000.00	-45.4000	-17.2000	23.945
-15000.00	85000.00	-45.4000	-17.1833	20.652
-15000.00	90000.00	-45.4000	-17.1667	17.912
-15000.00	95000.00	-45.4000	-17.1500	15.619
-15000.00	100000.00	-45.4000	-17.1333	13.688
-15000.00	105000.00	-45.4000	-17.1167	12.053
-15000.00	110000.00	-45.4000	-17.1000	10.662
-15000.00	115000.00	-45.4000	-17.0833	9.472
-15000.00	120000.00	-45.4000	-17.0667	8.448
-15000.00	125000.00	-45.4000	-17.0500	7.564
-15000.00	130000.00	-45.4000	-17.0333	6.796
-15000.00	135000.00	-45.4000	-17.0167	6.127
-15000.00	140000.00	-45.4000	-17.0000	5.542
-15000.00	145000.00	-45.4000	-16.9833	5.028
-15000.00	150000.00	-45.4000	-16.9667	4.574
-10000.00	-100000.00	-45.4000	-16.9500	13.623
-10000.00	-95000.00	-45.4000	-16.9333	15.553
-10000.00	-90000.00	-45.4000	-16.9167	17.849
-10000.00	-85000.00	-45.4000	-16.9000	20.597
-10000.00	-80000.00	-45.4000	-16.8833	23.906
-10000.00	-75000.00	-45.4000	-16.8667	27.917
-10000.00	-70000.00	-45.4000	-16.8500	32.809
-10000.00	-65000.00	-45.4000	-16.8333	38.812
-10000.00	-60000.00	-45.4000	-16.8167	46.222
-10000.00	-55000.00	-45.4000	-16.8000	55.410
-10000.00	-50000.00	-45.4000	-16.7833	66.840
-10000.00	-45000.00	-45.4000	-16.7667	81.072
-10000.00	-40000.00	-45.4000	-16.7500	98.735
-10000.00	-35000.00	-45.4000	-16.7333	120.466
-10000.00	-30000.00	-45.4000	-16.7167	146.738
-10000.00	-25000.00	-45.4000	-16.7000	177.559
-10000.00	-20000.00	-45.4000	-16.6833	212.011
-10000.00	-15000.00	-45.4000	-16.6667	247.730
-10000.00	-10000.00	-45.4000	-16.6500	280.648
-10000.00	-5000.00	-45.4000	-16.6333	305.502
-10000.00	0.00	-45.4000	-16.6167	317.363
-10000.00	5000.00	-45.4000	-16.6000	313.655
-10000.00	10000.00	-45.4000	-16.5833	295.355
-10000.00	15000.00	-45.4000	-16.5667	266.470
-10000.00	20000.00	-45.4000	-16.5500	232.224
-10000.00	25000.00	-45.4000	-16.5333	197.262
-10000.00	30000.00	-45.4000	-16.5167	164.716
-10000.00	35000.00	-45.4000	-16.5000	136.170
-10000.00	40000.00	-45.3833	-18.2500	112.070
-10000.00	45000.00	-45.3833	-18.2333	92.197
-10000.00	50000.00	-45.3833	-18.2167	76.029
-10000.00	55000.00	-45.3833	-18.2000	62.961
-10000.00	60000.00	-45.3833	-18.1833	52.419
-10000.00	65000.00	-45.3833	-18.1667	43.904
-10000.00	70000.00	-45.3833	-18.1500	37.003
-10000.00	75000.00	-45.3833	-18.1333	31.385
-10000.00	80000.00	-45.3833	-18.1167	26.787
-10000.00	85000.00	-45.3833	-18.1000	23.002
-10000.00	90000.00	-45.3833	-18.0833	19.867
-10000.00	95000.00	-45.3833	-18.0667	17.254
-10000.00	100000.00	-45.3833	-18.0500	15.065
-10000.00	105000.00	-45.3833	-18.0333	13.219
-10000.00	110000.00	-45.3833	-18.0167	11.655
-10000.00	115000.00	-45.3833	-18.0000	10.321
-10000.00	120000.00	-45.3833	-17.9833	9.178
-10000.00	125000.00	-45.3833	-17.9667	8.195
-10000.00	130000.00	-45.3833	-17.9500	7.344
-10000.00	135000.00	-45.3833	-17.9333	6.605
-10000.00	140000.00	-45.3833	-17.9167	5.960
-10000.00	145000.00	-45.3833	-17.9000	5.395
-10000.00	150000.00	-45.3833	-17.8833	4.898
-5000.00	-100000.00	-45.3833	-17.8667	12.270
-5000.00	-95000.00	-45.3833	-17.8500	13.947
-5000.00	-90000.00	-45.3833	-17.8333	15.933
-5000.00	-85000.00	-45.3833	-17.8167	18.297
-5000.00	-80000.00	-45.3833	-17.8000	21.130
-5000.00	-75000.00	-45.3833	-17.7833	24.548
-5000.00	-70000.00	-45.3833	-17.7667	28.697
-5000.00	-65000.00	-45.3833	-17.7500	33.770
-5000.00	-60000.00	-45.3833	-17.7333	40.014
-5000.00	-55000.00	-45.3833	-17.7167	47.748
-5000.00	-50000.00	-45.3833	-17.7000	57.381
-5000.00	-45000.00	-45.3833	-17.6833	69.429
-5000.00	-40000.00	-45.3833	-17.6667	84.519
-5000.00	-35000.00	-45.3833	-17.6500	103.365
-5000.00	-30000.00	-45.3833	-17.6333	126.673
-5000.00	-25000.00	-45.3833	-17.6167	154.914
-5000.00	-20000.00	-45.3833	-17.6000	187.904
-5000.00	-15000.00	-45.3833	-17.5833	224.178
-5000.00	-10000.00	-45.3833	-17.5667	260.412
-5000.00	-5000.00	-45.3833	-17.5500	291.420
-5000.00	0.00	-45.3833	-17.5333	311.348
-5000.00	5000.00	-45.3833	-17.5167	315.915
-5000.00	10000.00	-45.3833	-17.5000	304.396
-5000.00	15000.00	-45.3833	-17.4833	279.844
-5000.00	20000.00	-45.3833	-17.4667	247.460
-5000.00	25000.00	-45.3833	-17.4500	212.468
-5000.00	30000.00	-45.3833	-17.4333	178.740
-5000.00	35000.00	-45.3833	-17.4167	148.483
-5000.00	40000.00	-45.3833	-17.4000	122.552
-5000.00	45000.00	-45.3833	-17.3833	100.955
-5000.00	50000.00	-45.3833	-17.3667	83.270
-5000.00	55000.00	-45.3833	-17.3500	68.918
-5000.00	60000.00	-45.3833	-17.3333	57.313
-5000.00	65000.00	-45.3833	-17.3167	47.929
-5000.00	70000.00	-45.3833	-17.3000	40.324
-5000.00	75000.00	-45.3833	-17.2833	34.135
-5000.00	80000.00	-45.3833	-17.2667	29.075
-5000.00	85000.00	-45.3833	-17.2500	24.914
-5000.00	90000.00	-45.3833	-17.2333	21.473
-5000.00	95000.00	-45.3833	-17.2167	18.611
-5000.00	100000.00	-45.3833	-17.2000	16.217
-5000.00	105000.00	-45.3833	-17.1833	14.201
-5000.00	110000.00	-45.3833	-17.1667	12.496
-5000.00	115000.00	-45.3833	-17.1500	11.046
-5000.00	120000.00	-45.3833	-17.1333	9.805
-5000.00	125000.00	-45.3833	-17.1167	8.739
-5000.00	130000.00	-45.3833	-17.1000	7.819
-5000.00	135000.00	-45.3833	-17.0833	7.021
-5000.00	140000.00	-45.3833	-17.0667	6.325
-5000.00	145000.00	-45.3833	-17.0500	5.717
-5000.00	150000.00	-45.3833	-17.0333	5.183
0.00	-100000.00	-45.3833	-17.0167	10.634
0.00	-95000.00	-45.3833	-17.0000	11.990
0.00	-90000.00	-45.3833	-16.9833	13.574
0.00	-85000.00	-45.3833	-16.9667	15.435
0.00	-80000.00	-45.3833	-16.9500	17.634
0.00	-75000.00	-45.3833	-16.9333	20.245
0.00	-70000.00	-45.3833	-16.9167	23.364
0.00	-65000.00	-45.3833	-16.9000	27.114
0.00	-60000.00	-45.3833	-16.8833	31.651
0.00	-55000.00	-45.3833	-16.8667	37.182
0.00	-50000.00	-45.3833	-16.8500	43.973
0.00	-45000.00	-45.3833	-16.8333	52.380
0.00	-40000.00	-45.3833	-16.8167	62.870
0.00	-35000.00	-45.3833	-16.8000	76.048
0.00	-30000.00	-45.3833	-16.7833	92.659
0.00	-25000.00	-45.3833	-16.7667	113.511
0.00	-20000.00	-45.3833	-16.7500	139.229
0.00	-15000.00	-45.3833	-16.7333	169.712
0.00	-10000.00	-45.3833	-16.7167	203.334
0.00	-5000.00	-45.3833	-16.7000	236.295
0.00	0.00	-45.3833	-16.6833	262.974
0.00	5000.00	-45.3833	-16.6667	277.786
0.00	10000.00	-45.3833	-16.6500	277.708
0.00	15000.00	-45.3833	-16.6333	263.591
0.00	20000.00	-45.3833	-16.6167	239.356
0.00	25000.00	-45.3833	-16.6000	209.954
0.00	30000.00	-45.3833	-16.5833	179.633
0.00	35000.00	-45.3833	-16.5667	151.193
0.00	40000.00	-45.3833	-16.5500	126.048
0.00	45000.00	-45.3833	-16.5333	104.628
0.00	50000.00	-45.3833	-16.5167	86.792
0.00	55000.00	-45.3833	-16.5000	72.135
0.00	60000.00	-45.3667	-18.2500	60.170
0.00	65000.00	-45.3667	-18.2333	50.426
0.00	70000.00	-45.3667	-18.2167	42.486
0.00	75000.00	-45.3667	-18.2000	35.998
0.00	80000.00	-45.3667	-18.1833	30.676
0.00	85000.00	-45.3667	-18.1667	26.290
0.00	90000.00	-45.3667	-18.1500	22.657
0.00	95000.00	-45.3667	-18.1333	19.631
0.00	100000.00	-45.3667	-18.1167	17.098
0.00	105000.00	-45.3667	-18.1000	14.965
0.00	110000.00	-45.3667	-18.0833	13.160
0.00	115000.00	-45.3667	-18.0667	11.625
0.00	120000.00	-45.3667	-18.0500	10.312
0.00	125000.00	-45.3667	-18.0333	9.184
0.00	130000.00	-45.3667	-18.0167	8.210
0.00	135000.00	-45.3667	-18.0000	7.366
0.00	140000.00	-45.3667	-17.9833	6.632
0.00	145000.00	-45.3667	-17.9667	5.989
0.00	150000.00	-45.3667	-17.9500	5.426
5000.00	-100000.00	-45.3667	-17.9333	8.767
5000.00	-95000.00	-45.3667	-17.9167	9.745
5000.00	-90000.00	-45.3667	-17.9000	10.857
5000.00	-85000.00	-45.3667	-17.8833	12.124
5000.00	-80000.00	-45.3667	-17.8667	13.567
5000.00	-75000.00	-45.3667	-17.8500	15.212
5000.00	-70000.00	-45.3667	-17.8333	17.089
5000.00	-65000.00	-45.3667	-17.8167	19.230
5000.00	-60000.00	-45.3667	-17.8000	21.674
5000.00	-55000.00	-45.3667	-17.7833	24.471
5000.00	-50000.00	-45.3667	-17.7667	27.692
5000.00	-45000.00	-45.3667	-17.7500	31.453
5000.00	-40000.00	-45.3667	-17.7333	35.954
5000.00	-35000.00	-45.3667	-17.7167	41.558
5000.00	-30000.00	-45.3667	-17.7000	48.892
5000.00	-25000.00	-45.3667	-17.6833	58.956
5000.00	-20000.00	-45.3667	-17.6667	73.125
5000.00	-15000.00	-45.3667	-17.6500	92.812
5000.00	-10000.00	-45.3667	-17.6333	118.602
5000.00	-5000.00	-45.3667	-17.6167	148.995
5000.00	0.00	-45.3667	-17.6000	179.692
5000.00	5000.00	-45.3667	-17.5833	204.582
5000.00	10000.00	-45.3667	-17.5667	218.369
5000.00	15000.00	-45.3667	-17.5500	218.985
5000.00	20000.00	-45.3667	-17.5333	208.011
5000.00	25000.00	-45.3667	-17.5167	189.212
5000.00	30000.00	-45.3667	-17.5000	166.662
5000.00	35000.00	-45.3667	-17.4833	143.562
5000.00	40000.00	-45.3667	-17.4667	121.910
5000.00	45000.00	-45.3667	-17.4500	102.683
5000.00	50000.00	-45.3667	-17.4333	86.174
5000.00	55000.00	-45.3667	-17.4167	72.287
5000.00	60000.00	-45.3667	-17.4000	60.743
5000.00	65000.00	-45.3667	-17.3833	51.206
5000.00	70000.00	-45.3667	-17.3667	43.344
5000.00	75000.00	-45.3667	-17.3500	36.862
5000.00	80000.00	-45.3667	-17.3333	31.505
5000.00	85000.00	-45.3667	-17.3167	27.064
5000.00	90000.00	-45.3667	-17.3000	23.367
5000.00	95000.00	-45.3667	-17.2833	20.276
5000.00	100000.00	-45.3667	-17.2667	17.679
5000.00	105000.00	-45.3667	-17.2500	15.487
5000.00	110000.00	-45.3667	-17.2333	13.627
5000.00	115000.00	-45.3667	-17.2167	12.042
5000.00	120000.00	-45.3667	-17.2000	10.685
5000.00	125000.00	-45.3667	-17.1833	9.518
5000.00	130000.00	-45.3667	-17.1667	8.510
5000.00	135000.00	-45.3667	-17.1500	7.635
5000.00	140000.00	-45.3667	-17.1333	6.872
5000.00	145000.00	-45.3667	-17.1167	6.206
5000.00	150000.00	-45.3667	-17.1000	5.621
10000.00	-100000.00	-45.3667	-17.0833	6.730
10000.00	-95000.00	-45.3667	-17.0667	7.295
10000.00	-90000.00	-45.3667	-17.0500	7.891
10000.00	-85000.00	-45.3667	-17.0333	8.506
10000.00	-80000.00	-45.3667	-17.0167	9.125
10000.00	-75000.00	-45.3667	-17.0000	9.718
10000.00	-70000.00	-45.3667	-16.9833	10.243
10000.00	-65000.00	-45.3667	-16.9667	10.637
10000.00	-60000.00	-45.3667	-16.9500	10.814
10000.00	-55000.00	-45.3667	-16.9333	10.662
10000.00	-50000.00	-45.3667	-16.9167	10.046
10000.00	-45000.00	-45.3667	-16.9000	8.832
10000.00	-40000.00	-45.3667	-16.8833	6.944
10000.00	-35000.00	-45.3667	-16.8667	4.482
10000.00	-30000.00	-45.3667	-16.8500	1.919
10000.00	-25000.00	-45.3667	-16.8333	0.379
10000.00	-20000.00	-45.3667	-16.8167	1.852
10000.00	-15000.00	-45.3667	-16.8000	9.077
10000.00	-10000.00	-45.3667	-16.7833	24.682
10000.00	-5000.00	-45.3667	-16.7667	49.522
10000.00	0.00	-45.3667	-16.7500	81.081
10000.00	5000.00	-45.3667	-16.7333	113.527
10000.00	10000.00	-45.3667	-16.7167	140.034
10000.00	15000.00	-45.3667	-16.7000	155.870
10000.00	20000.00	-45.3667	-16.6833	159.969
10000.00	25000.00	-45.3667	-16.6667	154.309
10000.00	30000.00	-45.3667	-16.6500	142.223
10000.00	35000.00	-45.3667	-16.6333	126.934
10000.00	40000.00	-45.3667	-16.6167	110.856
10000.00	45000.00	-45.3667	-16.6000	95.485
10000.00	50000.00	-45.3667	-16.5833	81.585
10000.00	55000.00	-45.3667	-16.5667	69.438
10000.00	60000.00	-45.3667	-16.5500	59.041
10000.00	65000.00	-45.3667	-16.5333	50.253
10000.00	70000.00	-45.3667	-16.5167	42.875
10000.00	75000.00	-45.3667	-16.5000	36.701
10000.00	80000.00	-45.3500	-18.2500	31.537
10000.00	85000.00	-45.3500	-18.2333	27.212
10000.00	90000.00	-45.3500	-18.2167	23.582
10000.00	95000.00	-45.3500	-18.2000	20.526
10000.00	100000.00	-45.3500	-18.1833	17.943
10000.00	105000.00	-45.3500	-18.1667	15.752
10000.00	110000.00	-45.3500	-18.1500	13.886
10000.00	115000.00	-45.3500	-18.1333	12.289
10000.00	120000.00	-45.3500	-18.1167	10.918
10000.00	125000.00	-45.3500	-18.1000	9.735
10000.00	130000.00	-45.3500	-18.0833	8.711
10000.00	135000.00	-45.3500	-18.0667	7.821
10000.00	140000.00	-45.3500	-18.0500	7.044
10000.00	145000.00	-45.3500	-18.0333	6.364
10000.00	150000.00	-45.3500	-18.0167	5.766
15000.00	-100000.00	-45.3500	-18.0000	4.593
15000.00	-95000.00	-45.3500	-17.9833	4.731
15000.00	-90000.00	-45.3500	-17.9667	4.795
15000.00	-85000.00	-45.3500	-17.9500	4.746
15000.00	-80000.00	-45.3500	-17.9333	4.527
15000.00	-75000.00	-45.3500	-17.9167	4.059
15000.00	-70000.00	-45.3500	-17.9000	3.235
15000.00	-65000.00	-45.3500	-17.8833	1.906
15000.00	-60000.00	-45.3500	-17.8667	-0.123
15000.00	-55000.00	-45.3500	-17.8500	-3.103
15000.00	-50000.00	-45.3500	-17.8333	-7.335
15000.00	-45000.00	-45.3500	-17.8167	-13.145
15000.00	-40000.00	-45.3500	-17.8000	-20.809
15000.00	-35000.00	-45.3500	-17.7833	-30.397
15000.00	-30000.00	-45.3500	-17.7667	-41.509
15000.00	-25000.00	-45.3500	-17.7500	-52.897
15000.00	-20000.00	-45.3500	-17.7333	-62.123
15000.00	-15000.00	-45.3500	-17.7167	-65.568
15000.00	-10000.00	-45.3500	-17.7000	-59.265
15000.00	-5000.00	-45.3500	-17.6833	-40.710
15000.00	0.00	-45.3500	-17.6667	-10.876
15000.00	5000.00	-45.3500	-17.6500	25.218
15000.00	10000.00	-45.3500	-17.6333	60.319
15000.00	15000.00	-45.3500	-17.6167	88.094
15000.00	20000.00	-45.3500	-17.6000	105.352
15000.00	25000.00	-45.3500	-17.5833	112.225
15000.00	30000.00	-45.3500	-17.5667	110.917
15000.00	35000.00	-45.3500	-17.5500	104.252
15000.00	40000.00	-45.3500	-17.5333	94.730
15000.00	45000.00	-45.3500	-17.5167	84.171
15000.00	50000.00	-45.3500	-17.5000	73.723
15000.00	55000.00	-45.3500	-17.4833	64.013
15000.00	60000.00	-45.3500	-17.4667	55.323
15000.00	65000.00	-45.3500	-17.4500	47.724
15000.00	70000.00	-45.3500	-17.4333	41.172
15000.00	75000.00	-45.3500	-17.4167	35.570
15000.00	80000.00	-45.3500	-17.4000	30.803
15000.00	85000.00	-45.3500	-17.3833	26.753
15000.00	90000.00	-45.3500	-17.3667	23.313
15000.00	95000.00	-45.3500	-17.3500	20.387
15000.00	100000.00	-45.3500	-17.3333	17.893
15000.00	105000.00	-45.3500	-17.3167	15.761
15000.00	110000.00	-45.3500	-17.3000	13.934
15000.00	115000.00	-45.3500	-17.2833	12.363
15000.00	120000.00	-45.3500	-17.2667	11.008
15000.00	125000.00	-45.3500	-17.2500	9.833
15000.00	130000.00	-45.3500	-17.2333	8.813
15000.00	135000.00	-45.3500	-17.2167	7.924
15000.00	140000.00	-45.3500	-17.2000	7.145
15000.00	145000.00	-45.3500	-17.1833	6.462
15000.00	150000.00	-45.3500	-17.1667	5.860
20000.00	-100000.00	-45.3500	-17.1500	2.428
